entry_variant,model,population,cost_per_share_roundtrip,ambiguity_sensitivity,month,partial_month,eligible_entries,executable_outcomes,unavailable_outcomes,atr_unavailable,path_unavailable,entry_unavailable,invalid_risk,ambiguous_outcomes,eligible_sessions,contributing_sessions,calendar_sessions,zero_outcome_sessions,wins,losses,zero_r_outcomes,win_rate,average_win_r,average_loss_r,mean_r,median_r,profit_factor,profit_factor_status,sum_positive_r,sum_negative_r,event_order_max_drawdown_r,longest_losing_streak,positive_months,negative_months,zero_months,empty_months,worst_month,worst_month_mean_r,lomo_minimum_mean_r,numeric_status,average_win_status,average_loss_status
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.01,target_first,2026-05,False,272,272,0,0,0,0,0,4,20,20,20,0,75,197,0,0.27573529411764705882352941176470588235294117647058823529411764705882352941176471,1.9600000000,-0.78772182741116751269035532994923857868020304568527918781725888324873096446700508,-0.030077941176470588235294117647058823529411764705882352941176470588235294117647059,-1.04000000000,0.94727969625186556103445520462530254953563962644959569844800787724286189306436604,AVAILABLE,147.0000000000,-155.1812000000,36.4216000000,14,0,1,0,0,2026-05,-0.030077941176470588235294117647058823529411764705882352941176470588235294117647059,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.01,target_first,2026-06,False,696,696,0,0,0,0,0,48,21,21,21,0,230,466,0,0.33045977011494252873563218390804597701149425287356321839080459770114942528735632,1.9600000000,-0.85587811158798283261802575107296137339055793991416309012875536480686695278969957,0.074656321839080459770114942528735632183908045977011494252873563218390804597701149,-1.04000000000,1.1302800727711819700771639297240592198560221763557844865800553205402076826951814,AVAILABLE,450.8000000000,-398.8392000000,38.8000000000,25,1,0,0,0,2026-06,0.074656321839080459770114942528735632183908045977011494252873563218390804597701149,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.01,target_first,2026-07,False,1196,1196,0,0,0,0,0,36,22,22,22,0,276,920,0,0.23076923076923076923076923076923076923076923076923076923076923076923076923076923,1.9536956521739130434782608695652173913043478260869565217391304347826086956521739,-0.78059043478260869565217391304347826086956521739130434782608695652173913043478261,-0.14960133779264214046822742474916387959866220735785953177257525083612040133779264,-1.04000000000,0.75085303321120355940152326165589258521141744432029712179966335404972155971121080,AVAILABLE,539.2200000000,-718.1432000000,205.2232000000,37,0,1,0,0,2026-07,-0.14960133779264214046822742474916387959866220735785953177257525083612040133779264,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.01,target_first,2026-08,False,362,362,0,0,0,0,0,2,21,21,21,0,93,269,0,0.25690607734806629834254143646408839779005524861878453038674033149171270718232044,1.9600000000,-0.70141263940520446096654275092936802973977695167286245353159851301115241635687732,-0.017679558011049723756906077348066298342541436464088397790055248618784530386740331,-0.04000000000,0.96608013567945728217087131651473394106423574305702777188891244435022259910960356,AVAILABLE,182.2800000000,-188.6800000000,28.4000000000,21,0,1,0,0,2026-08,-0.017679558011049723756906077348066298342541436464088397790055248618784530386740331,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.01,target_first,2026-09,True,112,112,0,0,0,0,0,1,4,4,4,0,23,89,0,0.20535714285714285714285714285714285714285714285714285714285714285714285714285714,1.8869565217391304347826086956521739130434782608695652173913043478260869565217391,-0.69348764044943820224719101123595505617977528089887640449438202247191011235955056,-0.1635750000,-1.04000000000,0.70317107471759742321825522841718459374858231638161774713060835639432019235131334,AVAILABLE,43.4000000000,-61.7204000000,28.6004000000,25,0,1,0,0,2026-09,-0.1635750000,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,stop_first,2026-01,False,715,715,0,0,0,0,0,11,20,20,20,0,168,547,0,0.23496503496503496503496503496503496503496503496503496503496503496503496503496503,1.9142857142857142857142857142857142857142857142857142857142857142857142857142857,-0.80190127970749542961608775137111517367458866544789762340036563071297989031078611,-0.16369230769230769230769230769230769230769230769230769230769230769230769230769231,-1.08000000000,0.73317526901331387926317709283239102681014043406894036111617727521429874156483677,AVAILABLE,321.6000000000,-438.6400000000,117.8800000000,32,0,1,0,0,2026-01,-0.16369230769230769230769230769230769230769230769230769230769230769230769230769231,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,stop_first,2026-02,False,1292,1292,0,0,0,0,0,46,19,19,19,0,329,963,0,0.25464396284829721362229102167182662538699690402476780185758513931888544891640867,1.9200000000,-0.80911692627206645898234683281412253374870197300103842159916926272066458982346833,-0.11416377708978328173374613003095975232198142414860681114551083591331269349845201,-1.08000000000,0.81069884273150888447284810844637102922099089863235639126075682679577340063831240,AVAILABLE,631.6800000000,-779.1796000000,180.8596000000,39,0,1,0,0,2026-02,-0.11416377708978328173374613003095975232198142414860681114551083591331269349845201,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,stop_first,2026-03,False,801,801,0,0,0,0,0,27,22,22,22,0,199,602,0,0.24843945068664169787765293383270911360799001248439450686641697877652933832709114,1.9200000000,-0.81408837209302325581395348837209302325581395348837209302325581395348837209302326,-0.13483295880149812734082397003745318352059925093632958801498127340823970037453184,-1.08000000000,0.77962590689053160986383480941525608409381955480030656144328735727875299032078766,AVAILABLE,382.0800000000,-490.0812000000,126.8448000000,56,0,1,0,0,2026-03,-0.13483295880149812734082397003745318352059925093632958801498127340823970037453184,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,stop_first,2026-04,False,578,578,0,0,0,0,0,21,21,21,21,0,152,426,0,0.26297577854671280276816608996539792387543252595155709342560553633217993079584775,1.9200000000,-0.82746478873239436619718309859154929577464788732394366197183098591549295774647887,-0.10494809688581314878892733564013840830449826989619377162629757785467128027681661,-1.08000000000,0.82791489361702127659574468085106382978723404255319148936170212765957446808510638,AVAILABLE,291.8400000000,-352.5000000000,78.6200000000,31,0,1,0,0,2026-04,-0.10494809688581314878892733564013840830449826989619377162629757785467128027681661,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,stop_first,2026-05,False,272,272,0,0,0,0,0,4,20,20,20,0,71,201,0,0.26102941176470588235294117647058823529411764705882352941176470588235294117647059,1.9200000000,-0.81284179104477611940298507462686567164179104477611940298507462686567164179104478,-0.099489705882352941176470588235294117647058823529411764705882352941176470588235294,-1.08000000000,0.83436772407106815227210964296993778966000984201364661295179616749050686370280057,AVAILABLE,136.3200000000,-163.3812000000,45.0616000000,14,0,1,0,0,2026-05,-0.099489705882352941176470588235294117647058823529411764705882352941176470588235294,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,stop_first,2026-06,False,696,696,0,0,0,0,0,48,21,21,21,0,182,514,0,0.26149425287356321839080459770114942528735632183908045977011494252873563218390805,1.9200000000,-0.89945369649805447470817120622568093385214007782101167315175097276264591439688716,-0.16218275862068965517241379310344827586206896551724137931034482758620689655172414,-1.08000000000,0.75584141865620117010065772738834986736436643773392928522111995348668192884915876,AVAILABLE,349.4400000000,-462.3192000000,128.6392000000,33,0,1,0,0,2026-06,-0.16218275862068965517241379310344827586206896551724137931034482758620689655172414,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,stop_first,2026-07,False,1196,1196,0,0,0,0,0,36,22,22,22,0,240,956,0,0.20066889632107023411371237458193979933110367892976588628762541806020066889632107,1.9127500000,-0.81571464435146443514644351464435146443514644351464435146443514644351464435146444,-0.26819665551839464882943143812709030100334448160535117056856187290969899665551839,-1.08000000000,0.58867189383439733519084838717288739293727090961130676799561746816457884299928497,AVAILABLE,459.0600000000,-779.8232000000,346.1032000000,47,0,1,0,0,2026-07,-0.26819665551839464882943143812709030100334448160535117056856187290969899665551839,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,stop_first,2026-08,False,362,362,0,0,0,0,0,2,21,21,21,0,91,271,0,0.25138121546961325966850828729281767955801104972375690607734806629834254143646409,1.9200000000,-0.74391143911439114391143911439114391143911439114391143911439114391143911439114391,-0.074254143646408839779005524861878453038674033149171270718232044198895027624309392,-0.28000000000,0.86666666666666666666666666666666666666666666666666666666666666666666666666666667,AVAILABLE,174.7200000000,-201.6000000000,45.3200000000,21,0,1,0,0,2026-08,-0.074254143646408839779005524861878453038674033149171270718232044198895027624309392,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,stop_first,2026-09,True,112,112,0,0,0,0,0,1,4,4,4,0,22,90,0,0.19642857142857142857142857142857142857142857142857142857142857142857142857142857,1.8436363636363636363636363636363636363636363636363636363636363636363636363636364,-0.72622666666666666666666666666666666666666666666666666666666666666666666666666667,-0.22143214285714285714285714285714285714285714285714285714285714285714285714285714,-1.08000000000,0.62055923770356362568160537573209466282336093414360989222832173609708630914131492,AVAILABLE,40.5600000000,-65.3604000000,31.0404000000,25,0,1,0,0,2026-09,-0.22143214285714285714285714285714285714285714285714285714285714285714285714285714,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,target_first,2026-01,False,715,715,0,0,0,0,0,11,20,20,20,0,179,536,0,0.25034965034965034965034965034965034965034965034965034965034965034965034965034965,1.9146368715083798882681564245810055865921787709497206703910614525139664804469274,-0.81111940298507462686567164179104477611940298507462686567164179104477611940298507,-0.12872727272727272727272727272727272727272727272727272727272727272727272727272727,-1.08000000000,0.78829699144355506486337289539056030913607507590394700524427270218051338669610820,AVAILABLE,342.7200000000,-434.7600000000,92.8800000000,32,0,1,0,0,2026-01,-0.12872727272727272727272727272727272727272727272727272727272727272727272727272727,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,target_first,2026-02,False,1292,1292,0,0,0,0,0,46,19,19,19,0,375,917,0,0.29024767801857585139318885448916408668730650154798761609907120743034055727554180,1.9200000000,-0.82061025081788440567066521264994547437295528898582333696837513631406761177753544,-0.025154489164086687306501547987616099071207430340557275541795665634674922600619195,-1.08000000000,0.95681113983316403091775729847564038572246417140952633064522559214649416424938963,AVAILABLE,720.0000000000,-752.4996000000,92.6600000000,34,0,1,0,0,2026-02,-0.025154489164086687306501547987616099071207430340557275541795665634674922600619195,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,target_first,2026-03,False,801,801,0,0,0,0,0,27,22,22,22,0,226,575,0,0.28214731585518102372034956304619225967540574282147315855181023720349563046192260,1.9200000000,-0.81551513043478260869565217391304347826086956521739130434782608695652173913043478,-0.043696878901373283395755305867665418227215980024968789013732833957553058676654182,-1.08000000000,0.92535803456956094115599806534658701717900576898634568025501939345032811483038088,AVAILABLE,433.9200000000,-468.9212000000,89.6800000000,56,0,1,0,0,2026-03,-0.043696878901373283395755305867665418227215980024968789013732833957553058676654182,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,target_first,2026-04,False,578,578,0,0,0,0,0,21,21,21,21,0,173,405,0,0.29930795847750865051903114186851211072664359861591695501730103806228373702422145,1.9200000000,-0.8440000000,-0.016712802768166089965397923875432525951557093425605536332179930795847750865051903,-1.08000000000,0.97173951202387221344567316131297173951202387221344567316131297173951202387221345,AVAILABLE,332.1600000000,-341.8200000000,46.3200000000,31,0,1,0,0,2026-04,-0.016712802768166089965397923875432525951557093425605536332179930795847750865051903,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,target_first,2026-05,False,272,272,0,0,0,0,0,4,20,20,20,0,75,197,0,0.27573529411764705882352941176470588235294117647058823529411764705882352941176471,1.9200000000,-0.82772182741116751269035532994923857868020304568527918781725888324873096446700508,-0.070077941176470588235294117647058823529411764705882352941176470588235294117647059,-1.08000000000,0.88310401248120337640100771980090910651951537214248392628043949143021147888032223,AVAILABLE,144.0000000000,-163.0612000000,43.0616000000,14,0,1,0,0,2026-05,-0.070077941176470588235294117647058823529411764705882352941176470588235294117647059,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,target_first,2026-06,False,696,696,0,0,0,0,0,48,21,21,21,0,230,466,0,0.33045977011494252873563218390804597701149425287356321839080459770114942528735632,1.9200000000,-0.89587811158798283261802575107296137339055793991416309012875536480686695278969957,0.034656321839080459770114942528735632183908045977011494252873563218390804597701149,-1.08000000000,1.0577772497408254111821618897420518195876584989144369348221420372559878432266805,AVAILABLE,441.6000000000,-417.4792000000,41.7600000000,25,1,0,0,0,2026-06,0.034656321839080459770114942528735632183908045977011494252873563218390804597701149,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,target_first,2026-07,False,1196,1196,0,0,0,0,0,36,22,22,22,0,276,920,0,0.23076923076923076923076923076923076923076923076923076923076923076923076923076923,1.9136956521739130434782608695652173913043478260869565217391304347826086956521739,-0.82059043478260869565217391304347826086956521739130434782608695652173913043478261,-0.18960133779264214046822742474916387959866220735785953177257525083612040133779264,-1.08000000000,0.69962879326550659705259945383970608649763319942480440912640845033109775675838924,AVAILABLE,528.1800000000,-754.9432000000,252.1032000000,37,0,1,0,0,2026-07,-0.18960133779264214046822742474916387959866220735785953177257525083612040133779264,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,target_first,2026-08,False,362,362,0,0,0,0,0,2,21,21,21,0,93,269,0,0.25690607734806629834254143646408839779005524861878453038674033149171270718232044,1.9200000000,-0.74141263940520446096654275092936802973977695167286245353159851301115241635687732,-0.057679558011049723756906077348066298342541436464088397790055248618784530386740331,-0.08000000000,0.89530685920577617328519855595667870036101083032490974729241877256317689530685921,AVAILABLE,178.5600000000,-199.4400000000,39.3200000000,21,0,1,0,0,2026-08,-0.057679558011049723756906077348066298342541436464088397790055248618784530386740331,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,target_first,2026-09,True,112,112,0,0,0,0,0,1,4,4,4,0,23,89,0,0.20535714285714285714285714285714285714285714285714285714285714285714285714285714,1.8469565217391304347826086956521739130434782608695652173913043478260869565217391,-0.73348764044943820224719101123595505617977528089887640449438202247191011235955056,-0.2035750000,-1.08000000000,0.65073130679346327534757752709848591614021972904577790577263619708212572226885865,AVAILABLE,42.4800000000,-65.2804000000,31.0404000000,25,0,1,0,0,2026-09,-0.2035750000,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,stop_first,2026-01,False,715,715,0,0,0,0,0,8,20,20,20,0,338,377,0,0.47272727272727272727272727272727272727272727272727272727272727272727272727272727,1.0000000000,-1.0000000000,-0.054545454545454545454545454545454545454545454545454545454545454545454545454545455,-1.00000000000,0.89655172413793103448275862068965517241379310344827586206896551724137931034482759,AVAILABLE,338.0000000000,-377.0000000000,47.0000000000,21,0,1,0,0,2026-01,-0.054545454545454545454545454545454545454545454545454545454545454545454545454545455,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,stop_first,2026-02,False,1292,1292,0,0,0,0,0,67,19,19,19,0,619,673,0,0.47910216718266253869969040247678018575851393188854489164086687306501547987616099,1.0000000000,-1.0000000000,-0.041795665634674922600619195046439628482972136222910216718266253869969040247678019,-1.00000000000,0.91976225854383358098068350668647845468053491827637444279346210995542347696879643,AVAILABLE,619.0000000000,-673.0000000000,82.0000000000,23,0,1,0,0,2026-02,-0.041795665634674922600619195046439628482972136222910216718266253869969040247678019,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,stop_first,2026-03,False,801,801,0,0,0,0,0,32,22,22,22,0,400,401,0,0.49937578027465667915106117353308364544319600499375780274656679151061173533083645,1.0000000000,-1.0000000000,-0.0012484394506866416978776529338327091136079900124843945068664169787765293383270911,-1.00000000000,0.99750623441396508728179551122194513715710723192019950124688279301745635910224439,AVAILABLE,400.0000000000,-401.0000000000,72.0000000000,29,0,1,0,0,2026-03,-0.0012484394506866416978776529338327091136079900124843945068664169787765293383270911,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,stop_first,2026-04,False,578,578,0,0,0,0,0,24,21,21,21,0,264,314,0,0.45674740484429065743944636678200692041522491349480968858131487889273356401384083,1.0000000000,-1.0000000000,-0.086505190311418685121107266435986159169550173010380622837370242214532871972318339,-1.00000000000,0.84076433121019108280254777070063694267515923566878980891719745222929936305732484,AVAILABLE,264.0000000000,-314.0000000000,64.0000000000,13,0,1,0,0,2026-04,-0.086505190311418685121107266435986159169550173010380622837370242214532871972318339,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,stop_first,2026-05,False,272,272,0,0,0,0,0,4,20,20,20,0,132,140,0,0.48529411764705882352941176470588235294117647058823529411764705882352941176470588,1.0000000000,-1.0000000000,-0.029411764705882352941176470588235294117647058823529411764705882352941176470588235,-1.00000000000,0.94285714285714285714285714285714285714285714285714285714285714285714285714285714,AVAILABLE,132.0000000000,-140.0000000000,35.0000000000,8,0,1,0,0,2026-05,-0.029411764705882352941176470588235294117647058823529411764705882352941176470588235,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,stop_first,2026-06,False,696,696,0,0,0,0,0,56,21,21,21,0,287,409,0,0.41235632183908045977011494252873563218390804597701149425287356321839080459770115,1.0000000000,-1.0000000000,-0.17528735632183908045977011494252873563218390804597701149425287356321839080459770,-1.00000000000,0.70171149144254278728606356968215158924205378973105134474327628361858190709046455,AVAILABLE,287.0000000000,-409.0000000000,141.0000000000,21,0,1,0,0,2026-06,-0.17528735632183908045977011494252873563218390804597701149425287356321839080459770,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,stop_first,2026-07,False,1196,1196,0,0,0,0,0,74,22,22,22,0,503,693,0,0.42056856187290969899665551839464882943143812709030100334448160535117056856187291,0.99844267726971504307488402915838303512259774685222001325381047051027170311464547,-1.0000000000,-0.15951783723522853957636566332218506131549609810479375696767001114827201783723523,-1.00000000000,0.72469937469937469937469937469937469937469937469937469937469937469937469937469938,AVAILABLE,502.21666666666666666666666666666666666666666666666666666666666666666666666666667,-693.0000000000,208.78333333333333333333333333333333333333333333333333333333333333333333333333333,28,0,1,0,0,2026-07,-0.15951783723522853957636566332218506131549609810479375696767001114827201783723523,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,stop_first,2026-08,False,362,362,0,0,0,0,0,3,21,21,21,0,191,171,0,0.52762430939226519337016574585635359116022099447513812154696132596685082872928177,1.0000000000,-1.0000000000,0.055248618784530386740331491712707182320441988950276243093922651933701657458563536,1.00000000000,1.1169590643274853801169590643274853801169590643274853801169590643274853801169591,AVAILABLE,191.0000000000,-171.0000000000,23.0000000000,9,1,0,0,0,2026-08,0.055248618784530386740331491712707182320441988950276243093922651933701657458563536,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,stop_first,2026-09,True,112,112,0,0,0,0,0,0,4,4,4,0,56,56,0,0.5,1.0000000000,-1.0000000000,0E-10,0E-11,1,AVAILABLE,56.0000000000,-56.0000000000,16.0000000000,12,0,0,1,0,2026-09,0E-10,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,target_first,2026-01,False,715,715,0,0,0,0,0,8,20,20,20,0,346,369,0,0.48391608391608391608391608391608391608391608391608391608391608391608391608391608,1.0000000000,-1.0000000000,-0.032167832167832167832167832167832167832167832167832167832167832167832167832167832,-1.00000000000,0.93766937669376693766937669376693766937669376693766937669376693766937669376693767,AVAILABLE,346.0000000000,-369.0000000000,36.0000000000,14,0,1,0,0,2026-01,-0.032167832167832167832167832167832167832167832167832167832167832167832167832167832,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,target_first,2026-02,False,1292,1292,0,0,0,0,0,67,19,19,19,0,686,606,0,0.53095975232198142414860681114551083591331269349845201238390092879256965944272446,1.0000000000,-1.0000000000,0.061919504643962848297213622291021671826625386996904024767801857585139318885448916,1.00000000000,1.1320132013201320132013201320132013201320132013201320132013201320132013201320132,AVAILABLE,686.0000000000,-606.0000000000,37.0000000000,21,1,0,0,0,2026-02,0.061919504643962848297213622291021671826625386996904024767801857585139318885448916,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,target_first,2026-03,False,801,801,0,0,0,0,0,32,22,22,22,0,432,369,0,0.53932584269662921348314606741573033707865168539325842696629213483146067415730337,1.0000000000,-1.0000000000,0.078651685393258426966292134831460674157303370786516853932584269662921348314606742,1.00000000000,1.1707317073170731707317073170731707317073170731707317073170731707317073170731707,AVAILABLE,432.0000000000,-369.0000000000,58.0000000000,27,1,0,0,0,2026-03,0.078651685393258426966292134831460674157303370786516853932584269662921348314606742,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,target_first,2026-04,False,578,578,0,0,0,0,0,24,21,21,21,0,288,290,0,0.49826989619377162629757785467128027681660899653979238754325259515570934256055363,1.0000000000,-1.0000000000,-0.0034602076124567474048442906574394463667820069204152249134948096885813148788927336,-1.00000000000,0.99310344827586206896551724137931034482758620689655172413793103448275862068965517,AVAILABLE,288.0000000000,-290.0000000000,45.0000000000,13,0,1,0,0,2026-04,-0.0034602076124567474048442906574394463667820069204152249134948096885813148788927336,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,target_first,2026-05,False,272,272,0,0,0,0,0,4,20,20,20,0,136,136,0,0.5,1.0000000000,-1.0000000000,0E-10,0E-11,1,AVAILABLE,136.0000000000,-136.0000000000,31.0000000000,8,0,0,1,0,2026-05,0E-10,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,target_first,2026-06,False,696,696,0,0,0,0,0,56,21,21,21,0,343,353,0,0.49281609195402298850574712643678160919540229885057471264367816091954022988505747,1.0000000000,-1.0000000000,-0.014367816091954022988505747126436781609195402298850574712643678160919540229885057,-1.00000000000,0.97167138810198300283286118980169971671388101983002832861189801699716713881019830,AVAILABLE,343.0000000000,-353.0000000000,39.0000000000,15,0,1,0,0,2026-06,-0.014367816091954022988505747126436781609195402298850574712643678160919540229885057,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,target_first,2026-07,False,1196,1196,0,0,0,0,0,74,22,22,22,0,577,619,0,0.48244147157190635451505016722408026755852842809364548494983277591973244147157191,0.99864240323512420566146735990756787983824378971692663200462160600808781051415367,-1.0000000000,-0.035772017837235228539576365663322185061315496098104793756967670011148272017837235,-1.00000000000,0.93088314485729671513193322563274098007539041464728056004308023694130317716747443,AVAILABLE,576.21666666666666666666666666666666666666666666666666666666666666666666666666667,-619.0000000000,76.783333333333333333333333333333333333333333333333333333333333333333333333333333,17,0,1,0,0,2026-07,-0.035772017837235228539576365663322185061315496098104793756967670011148272017837235,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,target_first,2026-08,False,362,362,0,0,0,0,0,3,21,21,21,0,194,168,0,0.53591160220994475138121546961325966850828729281767955801104972375690607734806630,1.0000000000,-1.0000000000,0.071823204419889502762430939226519337016574585635359116022099447513812154696132597,1.00000000000,1.1547619047619047619047619047619047619047619047619047619047619047619047619047619,AVAILABLE,194.0000000000,-168.0000000000,23.0000000000,9,1,0,0,0,2026-08,0.071823204419889502762430939226519337016574585635359116022099447513812154696132597,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,target_first,2026-09,True,112,112,0,0,0,0,0,0,4,4,4,0,56,56,0,0.5,1.0000000000,-1.0000000000,0E-10,0E-11,1,AVAILABLE,56.0000000000,-56.0000000000,16.0000000000,12,0,0,1,0,2026-09,0E-10,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0.01,stop_first,2026-01,False,715,715,0,0,0,0,0,8,20,20,20,0,338,377,0,0.47272727272727272727272727272727272727272727272727272727272727272727272727272727,0.96666666666666666666666666666666666666666666666666666666666666666666666666666905,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333308,-0.087878787878787878787878787878787878787878787878787878787878787878787878787878494,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.83870967741935483870967741935483870967741935483870967741935483870967741935484286,AVAILABLE,326.73333333333333333333333333333333333333333333333333333333333333333333333333414,-389.56666666666666666666666666666666666666666666666666666666666666666666666666570,64.166666666666666666666666666666666666666666666666666666666666666666666666666463,21,0,1,0,0,2026-01,-0.087878787878787878787878787878787878787878787878787878787878787878787878787878494,,AVAILABLE,AVAILABLE,AVAILABLE
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0.01,stop_first,2026-02,False,1292,1292,0,0,0,0,0,67,19,19,19,0,619,673,0,0.47910216718266253869969040247678018575851393188854489164086687306501547987616099,0.96666666666666666666666666666666666666666666666666666666666666666666666666666948,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333304,-0.075128998968008255933952528379772961816305469556243550051599587203302373581011068,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.86042275799261851123999424819057661889469395580693093035517423189378325264823385,AVAILABLE,598.36666666666666666666666666666666666666666666666666666666666666666666666666841,-695.43333333333333333333333333333333333333333333333333333333333333333333333333138,116.26666666666666666666666666666666666666666666666666666666666666666666666666635,23,0,1,0,0,2026-02,-0.075128998968008255933952528379772961816305469556243550051599587203302373581011068,,AVAILABLE,AVAILABLE,AVAILABLE
