family,distance,horizon,draws,seed,contributing_sessions,resampling_sessions,undefined_draws,REJECTION_FIRST_lower_pct,REJECTION_FIRST_upper_pct,CONTINUATION_FIRST_lower_pct,CONTINUATION_FIRST_upper_pct,AMBIGUOUS_lower_pct,AMBIGUOUS_upper_pct,UNRESOLVED_lower_pct,UNRESOLVED_upper_pct,CENSORED_lower_pct,CENSORED_upper_pct
1H_HIGH,0.50,30,2000,20260907,140,170,0,32.611577551922227132125497127706584180291648254529,36.717998075072184793070259865255052935514918190568,28.925956061838893409275834011391375101708706265256,34.135060129509713228492136910268270120259019426457,23.717685679113664341403364792778005744768157570784,30.310358726320032245062474808544941555824264409512,3.8390379278445883441258094357076780758556891766883,7.2983870967741935483870967741935483870967741935484,0.86124401913875598086124401913875598086124401913876,2.0254357041921808761186999528968440885539331135186
1H_HIGH,1.00,5,2000,20260907,140,170,0,7.0143054914628518689432395016151361329026303645593,10.589171974522292993630573248407643312101910828025,6.2200956937799043062200956937799043062200956937799,9.7390493942218080149114631873252562907735321528425,4.2030134813639968279143536875495638382236320380650,7.1887034659820282413350449293966623876765083440308,72.222222222222222222222222222222222222222222222222,79.494911421032793064455333584621183565774594798342,1.1963696369636963696369636963696369636963696369637,2.4045261669024045261669024045261669024045261669024
1H_HIGH,1.00,15,2000,20260907,140,170,0,20.378963650425367362722351121423047177107501933488,26.098794243485025281991443018280824581874756903928,19.731610337972166998011928429423459244532803180915,26.161573880284637923817496860611134365843449141900,4.2030134813639968279143536875495638382236320380650,7.1887034659820282413350449293966623876765083440308,40.137516115169746454662655779974215728405672539751,49.603524229074889867841409691629955947136563876652,2.6282853566958698372966207759699624530663329161452,4.3043043043043043043043043043043043043043043043043
1H_HIGH,1.00,30,2000,20260907,140,170,0,29.339351661879359868691013541239228559704554780468,35.691657866948257655755015839493136219640971488912,27.405764966740576496674057649667405764966740576497,33.783277090363704536932883389576302962129733783277,4.2030134813639968279143536875495638382236320380650,7.1887034659820282413350449293966623876765083440308,22.775947281713344316309719934102141680395387149918,30.866510538641686182669789227166276346604215456674,3.7367993501218521527213647441104792851340373679935,5.4961832061068702290076335877862595419847328244275
1H_LOW,0.25,5,2000,20260907,140,170,0,17.224334600760456273764258555133079847908745247148,20.273972602739726027397260273972602739726027397260,8.1700554528650646950092421441774491682070240295749,11.194590533433508640120210368144252441773102930128,64.844671647660243806527723161620133700353912701534,70.655737704918032786885245901639344262295081967213,2.5354969574036511156186612576064908722109533468560,5.5629728526924788607031597685803293279928793947486,0,0
1H_LOW,0.25,15,2000,20260907,140,170,0,18.731563421828908554572271386430678466076696165192,22.143195827406353722143195827406353722143195827406,9.5163316582914572864321608040201005025125628140704,13.435700575815738963531669865642994241842610364683,64.844671647660243806527723161620133700353912701534,70.655737704918032786885245901639344262295081967213,0.045207956600361663652802893309222423146473779385172,0.90460526315789473684210526315789473684210526315789,0,0
1H_LOW,0.25,30,2000,20260907,140,170,0,18.865866957470010905125408942202835332606324972737,22.394881170018281535648994515539305301645338208410,9.6105527638190954773869346733668341708542713567839,13.621138816524004465947152958689988835132117603275,64.844671647660243806527723161620133700353912701534,70.655737704918032786885245901639344262295081967213,0,0.20597322348094747682801235839340885684860968074150,0,0
1H_LOW,0.50,5,2000,20260907,140,170,0,19.821605550049554013875123885034687809712586719524,23.935091277890466531440162271805273833671399594320,15.268166089965397923875432525951557093425605536332,19.526627218934911242603550295857988165680473372781,28.287002253944402704733283245679939894815927873779,35.221305326331582895723930982745686421605401350338,24.673987645847632120796156485929993136582017844887,32.363013698630136986301369863013698630136986301370,0.35932446999640675530003593244699964067553000359324,1.0853293413173652694610778443113772455089820359281
1H_LOW,0.50,15,2000,20260907,140,170,0,28.673835125448028673835125448028673835125448028674,33.424230619400077911959485781067393844955200623296,24.772817068352429869616752271829316475701303832477,30.197594501718213058419243986254295532646048109966,28.315262718932443703085904920767306088407005838198,35.296324081020255063765941485371342835708927231808,6.3782170831779186870570682581126445356210369265200,11.124121779859484777517564402810304449648711943794,0.66143034311699049193881769326167837949565936337329,1.5467904098994586233565351894818252126836813611756
1H_LOW,0.50,30,2000,20260907,140,170,0,31.763456090651558073654390934844192634560906515581,36.466492602262837249782419495213228894691035683203,27.323494216194654966094934184284004786597526924611,32.997010463378176382660687593423019431988041853513,28.315262718932443703085904920767306088407005838198,35.296324081020255063765941485371342835708927231808,1.7760617760617760617760617760617760617760617760618,4.2020046260601387818041634541249036237471087124133,0.70045323444581788215904408735063864853728883395138,1.6129032258064516129032258064516129032258064516129
1H_LOW,1.00,5,2000,20260907,140,170,0,8.2553883692557950386335908906059373729158194387963,11.616161616161616161616161616161616161616161616162,7.4614065180102915951972555746140651801029159519726,11.231184870706291007333076032419915090698571979931,5.5431381314260169870362092087617344658024139472508,8.9601315248664200575421290587751746814632141389231,68.465909090909090909090909090909090909090909090909,75.746767721801159161836825679893000445831475702185,0.90125391849529780564263322884012539184952978056426,1.8962848297213622291021671826625386996904024767802
1H_LOW,1.00,15,2000,20260907,140,170,0,23.141592920353982300884955752212389380530973451327,29.030006978367062107466852756454989532449406838800,23.837784371909000989119683481701285855588526211672,29.989094874591057797164667393675027262813522355507,5.5431381314260169870362092087617344658024139472508,8.9601315248664200575421290587751746814632141389231,32.321899736147757255936675461741424802110817941953,40.995360607338675664276676507802614930409110080135,2.5252525252525252525252525252525252525252525252525,4.0451895043731778425655976676384839650145772594752
1H_LOW,1.00,30,2000,20260907,140,170,0,31.958762886597938144329896907216494845360824742268,38.910658307210031347962382445141065830721003134796,31.990426804946150777822098125249301954527323494216,38.727678571428571428571428571428571428571428571429,5.5431381314260169870362092087617344658024139472508,8.9601315248664200575421290587751746814632141389231,14.773836641718190693133745525545069964204360559714,21.983683984542722198368398454272219836839845427222,2.9277566539923954372623574144486692015209125475285,4.4938917975567190226876090750436300174520069808028
