family,same_session_touch,distance,horizon,contributing_sessions,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
1H_HIGH,3+,0.25,5,123,1345,300,173,706,164,2,22.30,12.86,52.49,12.19,0.15,39,0.270000000000,0.240000000000,0.390000000000,0.250000000000,64,21.33,64,0,120
1H_HIGH,3+,0.25,15,123,1345,374,249,706,14,2,27.81,18.51,52.49,1.04,0.15,87,0.500000000000,0.450000000000,0.545000000000,0.460000000000,174,46.52,112,62,240
1H_HIGH,3+,0.25,30,123,1345,382,253,706,2,2,28.40,18.81,52.49,0.15,0.15,150,0.670000000000,0.620000000000,0.700000000000,0.625000000000,242,63.35,116,126,360
1H_HIGH,3+,0.50,5,123,1345,255,210,249,614,17,18.96,15.61,18.51,45.65,1.26,39,0.270000000000,0.240000000000,0.390000000000,0.250000000000,24,9.41,24,0,60
1H_HIGH,3+,0.50,15,123,1345,448,404,249,221,23,33.31,30.04,18.51,16.43,1.71,87,0.500000000000,0.450000000000,0.545000000000,0.460000000000,132,29.46,83,49,240
1H_HIGH,3+,0.50,30,123,1345,513,469,249,88,26,38.14,34.87,18.51,6.54,1.93,150,0.670000000000,0.620000000000,0.700000000000,0.625000000000,231,45.03,93,138,420
1H_HIGH,3+,1.00,5,123,1345,87,84,45,1093,36,6.47,6.25,3.35,81.26,2.68,39,0.270000000000,0.240000000000,0.390000000000,0.250000000000,5,5.75,5,0,120
1H_HIGH,3+,1.00,15,123,1345,275,248,45,711,66,20.45,18.44,3.35,52.86,4.91,87,0.500000000000,0.450000000000,0.545000000000,0.460000000000,45,16.36,25,20,300
1H_HIGH,3+,1.00,30,123,1345,408,358,45,443,91,30.33,26.62,3.35,32.94,6.77,150,0.670000000000,0.620000000000,0.700000000000,0.625000000000,107,26.23,28,79,480
1H_HIGH,UNAVAILABLE,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_HIGH,UNAVAILABLE,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_HIGH,UNAVAILABLE,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_HIGH,UNAVAILABLE,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_HIGH,UNAVAILABLE,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_HIGH,UNAVAILABLE,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_HIGH,UNAVAILABLE,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_HIGH,UNAVAILABLE,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_HIGH,UNAVAILABLE,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_LOW,1,0.25,5,140,940,155,62,703,20,0,16.49,6.60,74.79,2.13,0.00,8,0.430000000000,0.440000000000,0.620000000000,0.450000000000,60,38.71,60,0,120
1H_LOW,1,0.25,15,140,940,161,75,703,1,0,17.13,7.98,74.79,0.11,0.00,26,0.770000000000,0.801000000000,0.860000000000,0.819900000000,98,60.87,75,23,120
1H_LOW,1,0.25,30,140,940,161,75,703,1,0,17.13,7.98,74.79,0.11,0.00,48,1.050000000000,1.100000000000,1.110000000000,1.120000000000,111,68.94,76,35,180
1H_LOW,1,0.50,5,140,940,207,163,400,170,0,22.02,17.34,42.55,18.09,0.00,8,0.430000000000,0.440000000000,0.620000000000,0.450000000000,36,17.39,36,0,60
1H_LOW,1,0.50,15,140,940,269,225,400,42,4,28.62,23.94,42.55,4.47,0.43,26,0.770000000000,0.801000000000,0.860000000000,0.819900000000,114,42.38,80,34,240
1H_LOW,1,0.50,30,140,940,280,244,400,12,4,29.79,25.96,42.55,1.28,0.43,48,1.050000000000,1.100000000000,1.110000000000,1.120000000000,153,54.64,81,72,300
1H_LOW,1,1.00,5,140,940,114,124,101,599,2,12.13,13.19,10.74,63.72,0.21,8,0.430000000000,0.440000000000,0.620000000000,0.450000000000,4,3.51,4,0,150
1H_LOW,1,1.00,15,140,940,268,309,101,254,8,28.51,32.87,10.74,27.02,0.85,26,0.770000000000,0.801000000000,0.860000000000,0.819900000000,68,25.37,39,29,300
1H_LOW,1,1.00,30,140,940,339,377,101,114,9,36.06,40.11,10.74,12.13,0.96,48,1.050000000000,1.100000000000,1.110000000000,1.120000000000,105,30.97,42,63,360
1H_LOW,2,0.25,5,37,44,9,5,29,1,0,20.45,11.36,65.91,2.27,0.00,0,0.355000000000,0.290000000000,0.430000000000,0.290000000000,2,22.22,2,0,180
1H_LOW,2,0.25,15,37,44,9,6,29,0,0,20.45,13.64,65.91,0.00,0.00,0,0.520000000000,0.545000000000,0.595000000000,0.545000000000,3,33.33,3,0,180
1H_LOW,2,0.25,30,37,44,9,6,29,0,0,20.45,13.64,65.91,0.00,0.00,1,0.745000000000,0.732500000000,0.847500000000,0.732500000000,5,55.56,3,2,180
1H_LOW,2,0.50,5,37,44,8,5,11,20,0,18.18,11.36,25.00,45.45,0.00,0,0.355000000000,0.290000000000,0.430000000000,0.290000000000,2,25.00,2,0,90
1H_LOW,2,0.50,15,37,44,15,12,11,6,0,34.09,27.27,25.00,13.64,0.00,0,0.520000000000,0.545000000000,0.595000000000,0.545000000000,6,40.00,4,2,300
1H_LOW,2,0.50,30,37,44,17,14,11,2,0,38.64,31.82,25.00,4.55,0.00,1,0.745000000000,0.732500000000,0.847500000000,0.732500000000,8,47.06,4,4,450
1H_LOW,2,1.00,5,37,44,5,2,2,35,0,11.36,4.55,4.55,79.55,0.00,0,0.355000000000,0.290000000000,0.430000000000,0.290000000000,0,0.00,0,0,
1H_LOW,2,1.00,15,37,44,8,6,2,28,0,18.18,13.64,4.55,63.64,0.00,0,0.520000000000,0.545000000000,0.595000000000,0.545000000000,2,25.00,0,2,540
1H_LOW,2,1.00,30,37,44,13,13,2,16,0,29.55,29.55,4.55,36.36,0.00,1,0.745000000000,0.732500000000,0.847500000000,0.732500000000,3,23.08,0,3,540
1H_LOW,3+,0.25,5,119,1576,314,179,1003,80,0,19.92,11.36,63.64,5.08,0.00,47,0.322500000000,0.310000000000,0.460000000000,0.323100000000,84,26.75,84,0,120
1H_LOW,3+,0.25,15,119,1576,353,211,1003,9,0,22.40,13.39,63.64,0.57,0.00,109,0.552500000000,0.580000000000,0.640000000000,0.580150000000,190,53.82,129,61,240
1H_LOW,3+,0.25,30,119,1576,358,214,1003,1,0,22.72,13.58,63.64,0.06,0.00,155,0.767000000000,0.770000000000,0.830000000000,0.770000000000,238,66.48,133,105,300
1H_LOW,3+,0.50,5,119,1576,344,278,402,534,18,21.83,17.64,25.51,33.88,1.14,47,0.322500000000,0.310000000000,0.460000000000,0.323100000000,38,11.05,38,0,120
1H_LOW,3+,0.50,15,119,1576,510,468,403,171,24,32.36,29.70,25.57,10.85,1.52,109,0.552500000000,0.580000000000,0.640000000000,0.580150000000,185,36.27,125,60,240
1H_LOW,3+,0.50,30,119,1576,576,513,403,59,25,36.55,32.55,25.57,3.74,1.59,155,0.767000000000,0.770000000000,0.830000000000,0.770000000000,281,48.78,135,146,360
1H_LOW,3+,1.00,5,119,1576,136,113,83,1210,34,8.63,7.17,5.27,76.78,2.16,47,0.322500000000,0.310000000000,0.460000000000,0.323100000000,7,5.15,7,0,120
1H_LOW,3+,1.00,15,119,1576,392,374,83,651,76,24.87,23.73,5.27,41.31,4.82,109,0.552500000000,0.580000000000,0.640000000000,0.580150000000,63,16.07,40,23,300
1H_LOW,3+,1.00,30,119,1576,557,516,83,334,86,35.34,32.74,5.27,21.19,5.46,155,0.767000000000,0.770000000000,0.830000000000,0.770000000000,155,27.83,54,101,480
1H_LOW,UNAVAILABLE,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_LOW,UNAVAILABLE,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_LOW,UNAVAILABLE,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_LOW,UNAVAILABLE,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_LOW,UNAVAILABLE,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_LOW,UNAVAILABLE,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_LOW,UNAVAILABLE,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_LOW,UNAVAILABLE,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_LOW,UNAVAILABLE,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
