family,rejection_path,distance,horizon,contributing_sessions,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
1H_HIGH,MULTIPLE_TESTS,0.25,30,9,11,11,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.320000000000,0.180000000000,0.320000000000,0.180000000000,6,54.55,3,3,360
1H_HIGH,MULTIPLE_TESTS,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_HIGH,MULTIPLE_TESTS,0.50,15,10,11,11,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.560000000000,0.158000000000,0.560000000000,0.158000000000,0,0.00,0,0,
1H_HIGH,MULTIPLE_TESTS,0.50,30,31,37,37,0,0,0,0,100.00,0.00,0.00,0.00,0.00,3,0.800000000000,0.250000000000,0.800000000000,0.250000000000,8,21.62,6,2,240
1H_HIGH,MULTIPLE_TESTS,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_HIGH,MULTIPLE_TESTS,1.00,15,9,9,9,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.570000000000,0.310000000000,1.570000000000,0.310000000000,0,0.00,0,0,
1H_HIGH,MULTIPLE_TESTS,1.00,30,43,56,56,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.465000000000,0.380000000000,1.465000000000,0.380000000000,5,8.93,1,4,480
1H_HIGH,NO_CONFIRMED_REJECTION,0.25,5,139,1798,0,232,1359,205,2,0.00,12.90,75.58,11.40,0.11,40,0.215000000000,0.360000000000,0.410000000000,0.380000000000,0,,0,0,
1H_HIGH,NO_CONFIRMED_REJECTION,0.25,15,138,1703,0,321,1359,21,2,0.00,18.85,79.80,1.23,0.12,87,0.462400000000,0.650000000000,0.600000000000,0.675000000000,0,,0,0,
1H_HIGH,NO_CONFIRMED_REJECTION,0.25,30,138,1692,0,328,1359,3,2,0.00,19.39,80.32,0.18,0.12,145,0.680000000000,0.870000000000,0.767600000000,0.890000000000,0,,0,0,
1H_HIGH,NO_CONFIRMED_REJECTION,0.50,5,138,1855,0,358,622,856,19,0.00,19.30,33.53,46.15,1.02,41,0.225000000000,0.350000000000,0.380000000000,0.360000000000,0,,0,0,
1H_HIGH,NO_CONFIRMED_REJECTION,0.50,15,138,1583,0,634,622,298,29,0.00,40.05,39.29,18.83,1.83,83,0.350000000000,0.740000000000,0.450000000000,0.750000000000,0,,0,0,
1H_HIGH,NO_CONFIRMED_REJECTION,0.50,30,138,1501,0,722,622,125,32,0.00,48.10,41.44,8.33,2.13,130,0.440000000000,0.990000000000,0.562500000000,1.000000000000,0,,0,0,
1H_HIGH,NO_CONFIRMED_REJECTION,1.00,5,137,2097,0,182,129,1745,41,0.00,8.68,6.15,83.21,1.96,46,0.270000000000,0.310000000000,0.415000000000,0.320000000000,0,,0,0,
1H_HIGH,NO_CONFIRMED_REJECTION,1.00,15,136,1764,0,528,129,1028,79,0.00,29.93,7.31,58.28,4.48,97,0.390000000000,0.630000000000,0.490000000000,0.640000000000,0,,0,0,
1H_HIGH,NO_CONFIRMED_REJECTION,1.00,30,134,1552,0,705,129,613,105,0.00,45.43,8.31,39.50,6.77,150,0.455000000000,1.010000000000,0.540000000000,1.025000000000,0,,0,0,
1H_LOW,IMMEDIATE_SINGLE_TOUCH,0.25,5,90,248,248,0,0,0,0,100.00,0.00,0.00,0.00,0.00,4,0.845000000000,0.010000000000,0.940000000000,0.130000000000,94,37.90,94,0,120
1H_LOW,IMMEDIATE_SINGLE_TOUCH,0.25,15,90,248,248,0,0,0,0,100.00,0.00,0.00,0.00,0.00,13,1.237450000000,0.440000000000,1.290000000000,0.440000000000,152,61.29,107,45,180
1H_LOW,IMMEDIATE_SINGLE_TOUCH,0.25,30,90,248,248,0,0,0,0,100.00,0.00,0.00,0.00,0.00,17,1.465000000000,0.707500000000,1.472500000000,0.707500000000,170,68.55,107,63,240
1H_LOW,IMMEDIATE_SINGLE_TOUCH,0.50,5,46,78,78,0,0,0,0,100.00,0.00,0.00,0.00,0.00,2,1.378750000000,0,1.411250000000,0.120000000000,13,16.67,13,0,180
1H_LOW,IMMEDIATE_SINGLE_TOUCH,0.50,15,46,78,78,0,0,0,0,100.00,0.00,0.00,0.00,0.00,2,1.620000000000,0.047500000000,1.650000000000,0.222500000000,36,46.15,17,19,360
1H_LOW,IMMEDIATE_SINGLE_TOUCH,0.50,30,46,78,78,0,0,0,0,100.00,0.00,0.00,0.00,0.00,5,1.900000000000,0.525000000000,1.960250000000,0.525000000000,44,56.41,17,27,360
1H_LOW,IMMEDIATE_SINGLE_TOUCH,1.00,5,19,21,21,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,2.029900000000,0,2.260000000000,0.150000000000,3,14.29,3,0,120
1H_LOW,IMMEDIATE_SINGLE_TOUCH,1.00,15,19,21,21,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,2.410000000000,0,2.630000000000,0.270000000000,9,42.86,4,5,360
1H_LOW,IMMEDIATE_SINGLE_TOUCH,1.00,30,19,21,21,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,2.740000000000,0.620000000000,2.780000000000,0.620000000000,11,52.38,4,7,360
1H_LOW,SINGLE_TOUCH_LATER,0.25,5,93,223,223,0,0,0,0,100.00,0.00,0.00,0.00,0.00,3,0.450000000000,0.080000000000,0.450000000000,0.120000000000,52,23.32,52,0,60
1H_LOW,SINGLE_TOUCH_LATER,0.25,15,96,253,253,0,0,0,0,100.00,0.00,0.00,0.00,0.00,11,0.600000000000,0.170000000000,0.600000000000,0.190000000000,133,52.57,96,37,180
1H_LOW,SINGLE_TOUCH_LATER,0.25,30,96,253,253,0,0,0,0,100.00,0.00,0.00,0.00,0.00,24,0.849900000000,0.320000000000,0.849900000000,0.320000000000,169,66.80,97,72,300
1H_LOW,SINGLE_TOUCH_LATER,0.50,5,105,460,460,0,0,0,0,100.00,0.00,0.00,0.00,0.00,7,0.772500000000,0.100000000000,0.772500000000,0.160000000000,62,13.48,62,0,60
1H_LOW,SINGLE_TOUCH_LATER,0.50,15,111,597,597,0,0,0,0,100.00,0.00,0.00,0.00,0.00,27,1.030000000000,0.240000000000,1.030000000000,0.270000000000,242,40.54,174,68,240
1H_LOW,SINGLE_TOUCH_LATER,0.50,30,114,624,624,0,0,0,0,100.00,0.00,0.00,0.00,0.00,45,1.320000000000,0.320000000000,1.320000000000,0.326250000000,321,51.44,175,146,300
1H_LOW,SINGLE_TOUCH_LATER,1.00,5,76,225,225,0,0,0,0,100.00,0.00,0.00,0.00,0.00,3,1.290000000000,0.060000000000,1.290000000000,0.160000000000,8,3.56,8,0,90
1H_LOW,SINGLE_TOUCH_LATER,1.00,15,105,527,527,0,0,0,0,100.00,0.00,0.00,0.00,0.00,16,1.550100000000,0.260000000000,1.550100000000,0.290000000000,110,20.87,64,46,300
1H_LOW,SINGLE_TOUCH_LATER,1.00,30,111,615,615,0,0,0,0,100.00,0.00,0.00,0.00,0.00,34,1.745000000000,0.340000000000,1.745000000000,0.352500000000,198,32.20,69,129,450
1H_LOW,ONE_RETEST,0.25,5,6,7,7,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.380000000000,0.070000000000,0.380000000000,0.070000000000,0,0.00,0,0,
1H_LOW,ONE_RETEST,0.25,15,16,20,20,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.464950000000,0.122500000000,0.464950000000,0.122500000000,6,30.00,4,2,210
1H_LOW,ONE_RETEST,0.25,30,16,23,23,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.610000000000,0.160000000000,0.610000000000,0.160000000000,13,56.52,6,7,480
1H_LOW,ONE_RETEST,0.50,5,16,21,21,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.690000000000,0.100000000000,0.690000000000,0.150000000000,1,4.76,1,0,120
1H_LOW,ONE_RETEST,0.50,15,61,101,101,0,0,0,0,100.00,0.00,0.00,0.00,0.00,2,0.735000000000,0.200300000000,0.735000000000,0.210000000000,25,24.75,16,9,240
1H_LOW,ONE_RETEST,0.50,30,70,126,126,0,0,0,0,100.00,0.00,0.00,0.00,0.00,6,0.989500000000,0.344000000000,0.989500000000,0.344000000000,68,53.97,24,44,420
1H_LOW,ONE_RETEST,1.00,5,8,9,9,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.280000000000,0.100000000000,1.280000000000,0.120000000000,0,0.00,0,0,
1H_LOW,ONE_RETEST,1.00,15,55,100,100,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.429850000000,0.282500000000,1.429850000000,0.305000000000,11,11.00,8,3,240
1H_LOW,ONE_RETEST,1.00,30,77,191,191,0,0,0,0,100.00,0.00,0.00,0.00,0.00,3,1.610000000000,0.470000000000,1.610000000000,0.475000000000,46,24.08,20,26,390
1H_LOW,MULTIPLE_TESTS,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_LOW,MULTIPLE_TESTS,0.25,15,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.330000000000,0.132500000000,0.330000000000,0.132500000000,0,0.00,0,0,
1H_LOW,MULTIPLE_TESTS,0.25,30,3,4,4,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.400000000000,0.167500000000,0.400000000000,0.167500000000,2,50.00,2,0,150
1H_LOW,MULTIPLE_TESTS,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_LOW,MULTIPLE_TESTS,0.50,15,17,18,18,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.765000000000,0.171500000000,0.765000000000,0.171500000000,2,11.11,2,0,150
1H_LOW,MULTIPLE_TESTS,0.50,30,34,45,45,0,0,0,0,100.00,0.00,0.00,0.00,0.00,4,0.755000000000,0.255000000000,0.755000000000,0.255000000000,9,20.00,4,5,420
1H_LOW,MULTIPLE_TESTS,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_LOW,MULTIPLE_TESTS,1.00,15,17,20,20,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.185000000000,0.335000000000,1.185000000000,0.335000000000,3,15.00,3,0,300
1H_LOW,MULTIPLE_TESTS,1.00,30,60,82,82,0,0,0,0,100.00,0.00,0.00,0.00,0.00,7,1.437500000000,0.515500000000,1.437500000000,0.515500000000,8,9.76,3,5,420
1H_LOW,NO_CONFIRMED_REJECTION,0.25,5,138,2082,0,246,1735,101,0,0.00,11.82,83.33,4.85,0.00,48,0.290000000000,0.420000000000,0.485000000000,0.430000000000,0,,0,0,
1H_LOW,NO_CONFIRMED_REJECTION,0.25,15,138,2037,0,292,1735,10,0,0.00,14.33,85.17,0.49,0.00,111,0.556500000000,0.750000000000,0.680000000000,0.755000000000,0,,0,0,
1H_LOW,NO_CONFIRMED_REJECTION,0.25,30,138,2032,0,295,1735,2,0,0.00,14.52,85.38,0.10,0.00,162,0.800000000000,0.970000000000,0.870000000000,0.980000000000,0,,0,0,
1H_LOW,NO_CONFIRMED_REJECTION,0.50,5,136,2001,0,446,813,724,18,0.00,22.29,40.63,36.18,0.90,46,0.260000000000,0.450000000000,0.420000000000,0.461250000000,0,,0,0,
1H_LOW,NO_CONFIRMED_REJECTION,0.50,15,134,1766,0,705,814,219,28,0.00,39.92,46.09,12.40,1.59,103,0.400000000000,0.860000000000,0.520000000000,0.870000000000,0,,0,0,
1H_LOW,NO_CONFIRMED_REJECTION,0.50,30,134,1687,0,771,814,73,29,0.00,45.70,48.25,4.33,1.72,144,0.529950000000,1.160500000000,0.710000000000,1.172500000000,0,,0,0,
1H_LOW,NO_CONFIRMED_REJECTION,1.00,5,137,2305,0,239,186,1844,36,0.00,10.37,8.07,80.00,1.56,51,0.311000000000,0.390000000000,0.470000000000,0.400000000000,0,,0,0,
1H_LOW,NO_CONFIRMED_REJECTION,1.00,15,132,1892,0,689,186,933,84,0.00,36.42,9.83,49.31,4.44,116,0.430000000000,0.830000000000,0.535000000000,0.840000000000,0,,0,0,
1H_LOW,NO_CONFIRMED_REJECTION,1.00,30,127,1651,0,906,186,464,95,0.00,54.88,11.27,28.10,5.75,159,0.500000000000,1.290000000000,0.600000000000,1.296500000000,0,,0,0,
